GS    1982  1 1 75938.29*   0.781 -27.907 10.0G  0.305.0204.5Z 1          0X    0
GS    1982  1 11053 7.46  -17.954-178.496587.2   0.935.528                0X    0
GS    1982  1 11340 9.74   21.478 143.657 32.1   1.025.2275.2Z 3          0X    0
GS    1982  1 11851 1.56   26.823 142.557 22.2   0.906.4936.7Z236.50MsBR  1B  322
ISC   1982  1 11851 2.57   26.845 142.736 29.5       6.4996.8 31          1B  323
GS    1982  1 2 33056.24   16.814-100.246 26.3   1.105.2425.1Z 4          0X    0
GS    1982  1 2 7 553.41   16.778-100.121 19.1   1.125.4244.5Z 1          0X    0
GS    1982  1 219 049.23   30.654  57.513 33.0N  1.095.018                0X    0
ISC   1982  1 3 441 9.08    7.375 -82.581 11.9       4.7105.1  1          0X    0
GS    1982  1 314 950.45   -0.972 -21.870 10.0G  0.985.8556.5Z126.30MsPA  4A 1651
GS    1982  1 3174156.96* -25.515-177.019135.9   1.345.230                0X    0
ISC   1982  1 3211646.75  -29.996-177.418 51.7       5.230                0X    0
GS    1982  1 3211653.64  -30.139-177.647107.9   1.295.130                0X    0
GS    1982  1 4 6 5 1.33   18.014 145.626590.2   0.906.165                2A  363
GS    1982  1 4 6 859.33*  17.870 145.455518.9   0.565.815                2A  364
ISC   1982  1 4 6 9 0.36   17.524 145.377548.4       5.712                2A  365
GS    1982  1 4 61515.88   18.035 145.508601.8   0.805.415                2A  366
ISC   1982  1 412 944.10   48.398 154.482 33.0A      5.025                0X    0
GS    1982  1 41533 8.22  -19.139 -69.624109.0   1.325.270                0X    0
GS    1982  1 4222053.60  -23.165-177.312195.0D171.116.043      6.10mbPA  0X    0
GS    1982  1 5104444.18    6.884 127.038 53.1   1.155.010                0X    0
GS    1982  1 5134443.57   -0.895 -21.925 10.0G  0.975.2365.1Z 6          0X    0
ISC   1982  1 6 63217.23   -5.728 -11.633 10.0       5.0144.7  1          0X    0
GS    1982  1 6 63217.92   -5.575 -11.518 10.0G  0.645.1104.7Z 1          0X    0
GS    1982  1 6 9 138.22  -10.517 161.334 70.6   1.055.521                0X    0
GS    1982  1 6122340.02   51.496-176.592 53.2   0.825.019                0X    0
GS    1982  1 6123837.99    5.003 123.868473.3   0.935.118                0X    0
ISC   1982  1 7 42112.78  -12.206 165.955 62.4       5.070                0X    0
GS    1982  1 7 8 344.64  -12.070 166.707156.0D290.935.844                0X    0
GS    1982  1 7 84250.75   -3.387 177.569 33.0N  1.065.8385.4Z 75.70MsBR  0X    0
GS    1982  1 7 929 0.62  -56.440 -26.531 79.8   0.895.770                0X    0
GS    1982  1 715 719.11  -31.638 179.564447.9   1.035.020                0X    0
GS    1982  1 7203757.96   40.115 140.325 46.5   1.145.1254.1Z 1          0X    0
GS    1982  1 8 12356.90   14.933 -61.568184.0   0.725.240                0X    0
GS    1982  1 8 8 332.31   37.755 141.833 43.0D 50.935.0274.8Z 1          0X    0
GS    1982  1 81141 3.96  -17.932-178.631563.3   0.955.026                0X    0
ISC   1982  1 8183541.91   53.478 160.280 56.6       5.0363.9  1          0X    0
GS    1982  1 82218 1.91   26.115 128.553 33.0D 50.785.3235.3Z 1          0X    0
GS    1982  1 9125351.88S  46.984 -66.656 10.1G      5.7495.2Z 35.80MnBL  3B 1549
GS    1982  1 9163642.93S  47.023 -66.648  6.0G      5.1553.9Z 25.00MnBL  0X    0
GS    1982  1 9173027.10   -1.671  28.338 33.0N  0.885.030                0X    0
GS    1982  110 53737.11   -6.175 147.434 91.7   1.135.360                0X    0
GS    1982  110 832 0.03  -29.822-177.310 33.0N  1.045.4704.7Z 1          0X    0
ISC   1982  110 832 2.15  -29.606-177.324 46.7       5.4804.6  1          0X    0
GS    1982  110125213.71   -3.044 129.740 58.3   1.205.113                0X    0
GS    1982  110222629.33*  -0.717 -91.616 10.0G  0.925.211                0X    0
ISC   1982  110222632.32   -0.254 -91.514 10.0A      5.112                0X    0
GS    1982  111 55358.45* -37.982  77.815 10.0G  1.235.290                0X    0
GS    1982  111 610 6.49   13.752 124.358 45.7   1.146.0597.1Z197.40MsPA  2A  367
GS    1982  111 641 9.70   14.006 124.483 29.7   0.895.310                0X    0
GS    1982  111 64918.94   13.945 124.407 33.0N  1.085.948                0X    0
GS    1982  1112141 7.99S  46.975 -66.659  7.0G      5.4464.5Z 35.50MnBL  0X    0
GS    1982  112 14447.95  -52.478  27.988 10.0G  1.055.8295.7Z 7          0X    0
GS    1982  112 54817.63   13.158 -87.589  6.4   1.165.8616.0Z166.20MsPA  0X    0
ISC   1982  112155548.50RL 16.700-103.000  5.0A      0.000      5.10ML    0X    0
GS    1982  113 0 643.27   -9.550 152.161 33.0N  1.016.0346.0Z136.00MsBR  0X    0
ISC   1982  113 13547.63   -9.540 152.216 26.1       5.260                0X    0
GS    1982  113 3 6 2.33   -8.036 119.765180.0D 71.215.524                0X    0
GS    1982  113 443 0.07   -9.549 152.152 23.0D 40.945.6175.2Z 2          0X    0
