GS    1981  1 1 32936.00   17.044 -94.258122.0D      5.200                0X    0
ISC   1981  1 1 91247.97  -23.767 179.967509.4       5.014                0X    0
GS    1981  1 11244 7.30    7.779 126.310 23.0       5.2004.6Z            0X    0
GS    1981  1 12230 7.80   30.975 -41.345 10.0G      4.9005.0Z            0X    0
GS    1981  1 2 45757.90   32.730  48.461 33.0N      5.1004.7Z            0X    0
GS    1981  1 2 737 1.30    2.137 -79.168 33.0N      5.7005.7Z  6.00UKBR  0X    0
GS    1981  1 2 83219.00  -52.988  21.834 10.0G      5.200                0X    0
ISC   1981  1 2 83223.58  -52.971  22.351 33.0A      4.7125.4  1          0X    0
GS    1981  1 2153947.30   29.244 128.136242.0D      6.100                1A   38
GS    1981  1 2222620.50   44.210 149.153 33.0N      5.3005.5Z            0X    0
GS    1981  1 3 12340.00    2.156 -79.232 33.0N      5.7005.2Z            0X    0
ISC   1981  1 31354 3.02  -11.944 166.061 24.1       4.7405.1  1          0X    0
GS    1981  1 31354 3.10  -11.869 166.216 33.0N      4.9005.1Z            0X    0
GS    1981  1 31555 7.20    3.017 126.516 84.0       5.300                0X    0
GS    1981  1 31756 2.50   -5.305 150.687160.0       5.400                0X    0
GS    1981  1 319 950.80   -9.841 160.433 32.0D      5.6005.4Z            0X    0
GS    1981  1 32054 8.90  -34.537 178.953191.0       5.100                0X    0
ISC   1981  1 4 33044.05  -10.125 118.854 33.0A      5.020                0X    0
GS    1981  1 415 727.60  -55.557 -26.826 33.0N      5.000                0X    0
ISC   1981  1 415 727.93  -55.426 -26.610 33.0A      5.050                0X    0
ISC   1981  1 4162048.04   -7.635 120.107  0.0A      5.120                0X    0
ISC   1981  1 420 453.34  -15.549-173.099  0.0A      5.150                0X    0
GS    1981  1 420 457.90  -15.372-173.260 33.0N      5.200                0X    0
GS    1981  1 5 55741.50   54.403 161.388 33.0N      5.200                0X    0
GS    1981  1 6 72344.00   28.200  56.533 69.0       5.100                0X    0
GS    1981  1 6 82250.00  -21.865 170.033 25.0       5.200                0X    0
GS    1981  1 6153527.00   32.877 138.340288.0       5.400                0X    0
ISC   1981  1 6153529.00   32.947 138.515308.9       5.3634.4  3          0X    0
GS    1981  1 7 7 139.80    2.004 -79.290 25.0       5.6004.9Z            0X    0
GS    1981  1 7 9 557.80    2.030 -79.205 33.0N      5.1004.6Z            0X    0
ISC   1981  1 7 9 558.66    1.962 -79.355 37.7       5.1124.6  4          0X    0
GS    1981  1 71553 0.90  -11.845 166.554172.0       5.000                0X    0
ISC   1981  1 7161638.67  -20.817-177.905457.8       5.2235.7  2          0X    0
GS    1981  1 7161639.10  -20.966-177.898467.0       5.300                0X    0
ISC   1981  1 7162639.47  -23.902 -70.759 18.5       5.4215.2  4          0X    0
GS    1981  1 7162642.50  -23.754 -70.622 37.0       5.5005.2Z            0X    0
ISC   1981  1 7173750.98  -15.883-172.633  0.0A      5.230                0X    0
GS    1981  1 7203112.10  -49.907-114.138 10.0G      5.1005.7Z            0X    0
ISC   1981  1 7203113.81  -50.256-114.293 10.0A      5.3305.8  2          0X    0
ISC   1981  1 7203721.67   34.710  25.383 67.2       4.4705.2  1          0X    0
GS    1981  1 7213622.80   19.173 121.151 39.0       5.7005.7Z            0X    0
